,image_name,extracted_text,actual text,Label,Target
219,X348_146.jpg," 
","""He left the ER against
medical advice while we
were all telling him that if
your appendicitis gets worse
and ruptures, it can
definitely lead to

 death.""",Not Hateful,Targeted Individual
220,X348_528.jpg," 

os

erat
Scars

eGo care K ares A)
Ces

 
"," ""We have seen in reports misleading information about two female athletes competing at the Olympic Games"" - The IOC",Hateful,Targeted Organization
221,X348_277.jpg,"bas
| ""adignomie
","""Wedding bands at Tiffany were 'astronomical' so she bought one on Etsy for $90.""",Not Hateful,Targeted Individual
222,X348_331.jpg," 
"," ""He's Scottish...  ...because he insisted on it.""",Not Hateful,Targeted Individual
223,X348_594.jpg,,"""CHEATER",Hateful,Targeted Individual
224,X348_233.jpg,"” 2

SS ae
SEES ae
Seaton:
sas
; :

i

    
   
","""She tried arguing that my husband told her she could have it... I just shrugged my shoulders and walked away.""",Hateful,Targeted Individual
225,X348_585.jpg," 
",,Not Hateful,Targeted Organization
226,X348_318.jpg,"re

fost
CET el CY
ery

 
"," ""Sitting on breakable merchandise."" ",Hateful,Targeted Society 
227,X348_416.jpg," 
"," ""Cop Vs. Felon: Put this on every billboard in the Midwest."" ",Not Hateful,Targeted Individual
228,X348_321.jpg," 
"," ""playing a 17-year-old actually 17""",Hateful,Targeted Organization
229,X348_32.jpg," 
"," ""Someone pooped in the sink in the boys' bathroom."" and ""Someone put a condom in the teacher's coffee.""",Hateful,Targeted Organization
230,X348_676.jpg,"  

Deuce ny
Pro
perrioocc

au

 
","""Having to use pay phones""   ""The video store being out of a copy of a movie you wanted to rent"" ",Not Hateful,Targeted Individual
231,X348_741.jpg," 
","THE KINGGGGGGGGGG"" ",Hateful,Targeted Individual
232,X348_102.jpg,"BTC ean aS TE
Pome peeenreiem in
","""Trump and his supporters don't care if you're Black,white,gay,or straight.""",Not Hateful,Targeted Individual
233,X348_220.jpg," 
",,Not Hateful,Targeted Individual
234,X348_26.jpg," 
","""I thought my now-husband was full of
sh't because he was so nice to me while
dating. Six years later, it turns out he's
just genuinely a good person.""",Hateful,Targeted Individual
235,X348_351.jpg," 
","""I didn't want to spend my
night cooking and cleaning
for him one day, so I went
straight from work to dinner
with friends. Hours passed.

I was wondering why he
hadn't reached out. Then,
my friend I was with got a
text from him-he cared
more about another woman
than his own wife.""

 ",Not Hateful,Targeted Individual
236,X348_726.jpg,"(Carpenter!
","""Sabrina Carpenter"" ""Sadie Sink""",Hateful,Targeted Organization 
237,X348_39.jpg," 

Bneceascirt
ERIE
GoM
EMErpariole

 
","What gets bigger
and bigger the
more you take
away from it?",Hateful,
238,X348_742.jpg," 
",Go on,Hateful,Targeted Individual
239,X348_219.jpg," 
","choose your little lunch

",Not Hateful,Targeted Individual
240,X348_373.jpg," 
","""My kids don't know I divorced their dad because he had multiple affairs.""   ""She doesn't know she had an older sister.""",Hateful,
241,X348_240.jpg," 
","Nanny  ""I'm in my 20s at $90k plus benefits.""
Real Estate  ""I did over $120k in my fourth year.""",Hateful,
242,X348_602.jpg,,"""He apent the entire 12 hours sitting in the corner with hid hood uo and some crossed,bulking.""
""No support ,no encourgement.I fell so alone.""",Hateful,Targeted Individual
243,X348_288.jpg," 
","""I'am an elementary school teacher.I try to avoid letting men know what I do for work.""",Hateful,Targeted Individual
244,X348_242.jpg," 
","""He said,'Your son doesn't recognize you.Let him die and move down to Florida.""'",Hateful,Targeted Individual
245,X348_523.jpg," 
","
""A man can also fake an orgasm (and ejaculating doesn't always mean we';re having an orgasm).""",Not Hateful,
246,X348_330.jpg,"cs
",,,Targeted Individual
247,X348_383.jpg," 
","LADY  GAGA
STEVE  CARELL",Hateful,Targeted Organization 
248,X348_119.jpg," 
","Foul language around adults

""Can I be excused to make a Tik Tok real quick?""








",Hateful,Targeted Individual
249,X348_606.jpg," 

  
","started hitting the gym more 
doesn't add up",Hateful,
250,X348_722.jpg," 
",,Hateful,Targeted Organization 
251,X348_224.jpg," 
","""[Heroin] literally was sold in mail order catalogs by Sears.""

",Hateful,Targeted Individual
252,X348_706.jpg," 

ae bir
sant

EEN a Io

 
","""enrolled in college in Georgia so he could keep filming .....then got killed off""

""written off for complaining about kissing her""

",Hateful,Targeted Individual
253,X348_616.jpg," 
","""I regret not researching the guy. I liked him, but he was actually dating someone else. Then I found out he served four months in prison. Dodged a missile.""

""I regret not telling my OPPO was in love with them. 'Protecting the friendship' was me being a coward.""",Hateful,Targeted Individual
254,X348_749.jpg,"  
      

 

 

10>-°
oes ae

 
","with both eyes open and hand in his 

pocket..that's 1000 AURA",Hateful,
255,X348_92.jpg,"Jan Dee it

 
","IN LOVING MEMORY

2014

Jan 1 Dec 31",Hateful,Targeted Community
256,X348_495.jpg," 
",cyclist thighs,Hateful,Targeted Community
257,X348_686.jpg," 
","IN REAL LIFE

ANIME",Hateful,
258,X348_305.jpg," 
",Do,Hateful,Targeted Community
259,X348_592.jpg,,"Second Life is not a game. It is a multi-user virtual environment. It doesn't have points or scores, it doesn't have winners or losers.   

Oh, it definitely has losers.
",,
260,X348_439.jpg," 
","Which dog breed is considered to be the most intelligent?

",Hateful,
261,X348_210.jpg," 
",,Hateful,Targeted Individual
262,X348_453.jpg," 
","""Be open to new friendships. ""There's nothing wrong with As you grow older, you picking a boring job that realize you've outgrown pays your bills and allows friends you grew up with. It's you to have the time and a big misconception that you money to do what you love.""",,Targeted Society 
263,X348_181.jpg," 
","""Lemuel Cook, the oldest living Revolutionary War veteran""
""Testing football helmets,1912",Hateful,Targeted Individual
264,X348_484.jpg,"   
  
  
  
 
  

 
 

4
Ret Tring
antag
","""HOW TO TELL  YOU'RE FULLY EMPTYING 
is it possible to have constipation with diarrhea? as in you're not fully eliminating it's very loose",Hateful,Targeted Individual
265,X348_596.jpg,"Linon ts 6 SO as ee Bi

 

‘reg Satary# your oe? We
“a yOU a Four hubby on ourb

lst simply be we had so many

family members tine ana

‘wanted to keep our number ow. But
seve had so many people back out,
Tis wesk-and wouttiovetohave
wav
","""I know this is SO last minute, but would you like to come to our wedding Saturday if you're free? We had you and your hubby on our b list simply bc we had so many family members to invite and wanted to keep our number low. But we've had so many people back out this week and would love to have you there!""",,
266,X348_579.jpg," 
","Pants were invested for fot men,not women.It's impossible for a woman to wear parts 9YOGA PANTS,DRESS PANTS,LEGGINGS,",Hateful,Targeted Individual
267,X348_715.jpg," 
","""They couldn't afford to give her bereavement days""
""She made her son Venmo her the $4""",Hateful,Targeted Individual
268,X348_568.jpg," 
","""Met when he was 29 and she was 17""
""Dated when he was 24 and she was 16""",Hateful,Targeted Individual
269,X348_34.jpg," 
","""My boyfriend genuinely thought it only takes one time to get pregnant. So now that we're trying, he looked at me and said, 'How aren't you pregnant yet? It only takes one time.'""
""He didn't understand all the precautions I have to take when going out at night. He didn't have a clue how many rules we memorize — like check the back seat, jump in and immediately lock the doors,

 etc.""   ",Hateful,Targeted Individual
270,X348_661.jpg," 
","Raising my tenants rent Part.1 IT'S A PRETTY LOW PRICE
I STILL THINK YOU'RE A CRIMINAL",Hateful,Targeted Individual
271,X348_411.jpg,,Stop being a victim,Hateful,
272,X348_520.jpg,,,Hateful,Targeted Individual
273,X348_432.jpg,"""Signing up
fora

i

 

he
","""Signing up for a timeshare.""
""I put my ex on my credit card.""",Hateful,Targeted Individual
274,X348_399.jpg," 
","""You hit me with the phone!""
""PETER!""







",Hateful,Targeted Community 
275,X348_294.jpg," 
","""I thought it was such a cute 'aw, girlhood moment.' Now, I take every chance to recreate it with my friends.""

""It may not be life-changing, but it always makes me smile.""",Hateful,Targeted Society 
276,X348_409.jpg," 
","""let it gooooo""",Hateful,Targeted Society 
277,X348_51.jpg,"-
","""We filmed ourselves doing little dances,
talking, and just generally being silly. It
was a little like Tik Tok before TikTok!""",Hateful,Targeted Individual
278,X348_448.jpg," 
","""has voiced over 250 different anime characters""",Hateful,Targeted Individual
279,X348_729.jpg," 
","""My dad stood my mom up at the altar.""
""I was arrested mid-ceremony.""",Hateful,Targeted Individual
280,X348_4.jpg,,"""HiThanks for dinner last
night, it was the best first date
I've ever been on.

Do you want to go to my dad's
funeral with me?""",Hateful,
281,X348_365.jpg," 
","would rather ""have an extra 2-3% body fat"" than struggle to keep his ""Baywatch"" physique
""I didn't want to do a third ['Magic Mike' because] I have to loook loke that.""",Not Hateful,Targeted Individual
282,X348_312.jpg,"btu pene tates earner
looking foradecent su
Heretam.
1Later,Don'tblamethe god
and say “Why God why.
‘Whyyouneversentanlee

guylamy tie”
‘Dummy He was there, You

just didn't talk to him.

 
","If you are a decent person
looking for a decent guy.
Here I am.

Later, Don't blame the god
and say ""Why God why,
Why you never sent a nice
guy in my life.""

-Dummy He was there, You
just didn't talk to him.",Hateful,Targeted Individual
283,X348_583.jpg," 
","I love you.
It'll pass.",Hateful,Targeted Individual
284,X348_666.jpg," 
","A friend of 40+ years recently told
me he once beat a man to death.",Not Hateful,Targeted Individual
285,X348_172.jpg,,"married to her, but cheated with her",Not Hateful,Targeted Individual
286,X348_553.jpg," 
",i fear no one,Not Hateful,Targeted Individual
287,X348_3.jpg," 
","Literally
wanted no
part of ""Pam
& Tommy

Tried to meet
Pam several
times",Not Hateful,Targeted Individual
288,X348_442.jpg," 
",Have you actually read these books?,Hateful,Targeted Individual
289,X348_384.jpg," 
",Bring back walls. No more open-floor plans.,Not Hateful,Targeted Individual
290,X348_217.jpg," 
","""In the '80s, it
was normal not to
use seat belts...""",Hateful,Targeted Society
291,X348_615.jpg," 
","""I started 'hanging out' with him when I was 17 and he
was 26. I thought it was SO romantic that he waiting
until midnight of my 18th birthday to kiss me.

",Hateful,Targeted Individual
292,X348_386.jpg," 
","""If you're female,always give the illusion that you""re a small man or young boy.""",Hateful,Targeted Community
293,X348_600.jpg,"| G==Erp
ire doppiteathat

cx niyprvaeyes

Gererpectednd

xl ring very

‘pile tthe

Ss

  
","""We're disappointed that
our family's privacy was
disrespected and
exploited during this very
special time due to the
greed of a long lens""",Hateful,Targeted Individual
294,X348_662.jpg," 
",,Hateful,
295,X348_110.jpg," 
","""My dad told me not to get a credit card
and that I should establish my credit
through my car loan.""",Not Hateful,Targeted Individual
296,X348_407.jpg," 
","""He didn't mention me in his
speech at our wedding.""",Hateful,Targeted Individual
297,X348_325.jpg," 
",#dayforit,Not Hateful,
298,X348_739.jpg," 
","CLAIRE CASEY
MCLEOD BRAXTON",Hateful,Targeted Individual
299,X348_437.jpg,"   
  

aoe
cheney
gamit

Pree lierat
","""I simply stared in
disgust and
pointed to her
luggage... I haven't
answered any calls
or texts and just
blocked her.""",Not Hateful,Targeted Individual
300,X348_724.jpg," 
",People who shut their laptops at 5pm - they don't work for me.,Hateful,Targeted Community
301,X348_712.jpg," 
","""He had an online blog about what I did each day, and tried to befriend my exes",Hateful, Targeted Individual 
302,X348_385.jpg,"     

oor
prc rE arae
eo

 
","I want him to be healthy, but he's a grown-a"" man, and he can book his own appointments.",Not Hateful, Targeted Individual 
303,X348_625.jpg," 
",essential tunes. essential photos,Hateful,
304,X348_471.jpg," 
","""I don't sit and entertain my younger kids like I did my eldest. I'd sit for hours and play with him. But the pandemic plus twins equals more TV than I planned."" Kid t: Baby book completed, professional pictures sent to family. Kid 3: No baby book, school pictures only, digitals maybe sent to family.",Hateful,Targeted Individual
305,X348_731.jpg,,"""Should I be offended?""",Hateful,
306,X348_621.jpg,"BSS Lc)
I'm taking
too long.”

cy
Cnr
","""Feeling like  I'm taking too long.""
 ""Pressure  to finish.""",Hateful,
307,X348_733.jpg," 
","I heard a boy say that when women wear push-up bras for a very long time, their breasts keep the pushed-up shape. Ridiculous.",Not Hateful,Targeted Community 
308,X348_231.jpg," 
",FOR FREE?!,Hateful,Targeted Community 
309,X348_499.jpg," 
","Sebastian Toby Pegh from ""Game of Thrones"".  dropped her famous father's last name",Not Hateful,Targeted Individual
310,X348_508.jpg," 
","SWAG
IS NOT A
HOBBY
TES MY
CCUPATION",Not Hateful,Targeted Individual
311,X348_725.jpg," 
","I hate people judging me for bringing
my kids to restaurants. I want to
expose them to good food.",Hateful, Targeted Community
312,X348_47.jpg,"a
Cee
Glover,
ar

 
","Donald Glover.
Childish Gambino",Hateful,Targeted Individual
313,X348_93.jpg," 
",Use your credit card for everything. I'm on my 17th free Christmas. I cancel all subscriptions right after I sign up.,Hateful,
314,X348_170.jpg,"    
  

thelpop-up ad

MA
","Labradoodle creator says he caused ""a lot of damage"". 
regrets inventing the pop-up ad",Hateful,Targeted Individual
315,X348_324.jpg,,"""My boyfriend at the time wished me happy birthday randomly one day in July. My birthday is in April.""",Hateful,
316,X348_549.jpg," 
","dvds.from bali.
this specific shoe",Not Hateful,
317,X348_18.jpg,"4 Pes
",release my girlfrاساسا,Hateful,Targeted Individual
318,X348_697.jpg," 
",It's not brave for people who want to live safer and more respected in a beautiful country.,Hateful,Targeted Society
319,X348_175.jpg," 
","""His wife""

""Not his wife""",Not Hateful,Targeted Individual 
320,X348_268.jpg,"on
Sucre g

 
","Hi, Emma! Sorry for the delay. You know we would LOVE to be at your wedding, and we've been discussing dates and the mask mandate. On your RSVP it says that they are required, and that doesn't work for our family will refuse to wear one under any circumstance. Is it possible for us to attend the ceremony without a mask? If not, then do we truly regrettably have to miss this very",Not Hateful,Targeted Individual 
321,X348_517.jpg," 
","Could have been  1950s
a movie star",Hateful,
322,X348_526.jpg," 
","the bride tumbled
down a bunch of
concrete steps while
walking to the altar",Not Hateful,Targeted Individual 
323,X348_226.jpg,"Ny 7s
","I ended up just
putting on an
adult diaper",Hateful,
324,X348_740.jpg," 
",She had literally died during the ceremony. ARRESTED mid- reception???,Hateful,Targeted Individual 
325,X348_637.jpg," 
","""I belleve she genuinely
thought she wAD
looking out for me, but
it messed me up""

""I'm 53 and don't think
there's been a single
day since I was 12 that
I haven't thought about
my weight.""",Hateful,Targeted Individual 
326,X348_116.jpg," 
","""When I went home with my boyfriend that night, I told him that the new guy seemed weird, but I couldn't put my finger on it. Days later, texts and emails started flying within our running group about him.""",Not Hateful,Targeted Individual
327,X348_367.jpg,,"""After six months of training with him, I told my personal trainer I was getting divorced and I hadn't had sex in 18 months. He was totally stunned.""",Not Hateful,Targeted Individual
328,X348_460.jpg," 
","""For every one good nurse, there are five idiots."" ""Journalists... The field is full of narcissists.",Hateful,Targeted Community
329,X348_108.jpg," 
","She faked a pregnancy for three months. ""She wanted a divorce so she could marry a priest she flirted with""",Hateful,Targeted Individual
330,X348_66.jpg," 
","""I get my week's work done in about six hours... I spend the rest of the time on my hobbies or catching up on movies. My salary works out to roughly $104.00 an hour.""",Not Hateful,Targeted Community
331,X348_511.jpg," 
",was accused of Ignoring him,Hateful,Targeted Individual
332,X348_483.jpg," 
","""He owed over $50,000 to the IRS, and he only married me to get my paycheck.""",Hateful,Targeted Individual
333,X348_306.jpg,"if

>

Ruki
eeu ns
","""I cheated on the person who loved and accepted me.""",Not Hateful,Targeted Individual
334,X348_647.jpg," 
",HOT. NOT,Hateful,Targeted Individual
335,X348_593.jpg," 
","""My life is all custody battles and court dates. I regret marrying him.""   ""I got married at 21 because I was religious, and that's what you did if you wanted to have sex"".",Not Hateful,Targeted Individual
336,X348_504.jpg," 
",buying TP in bulk is the easiest Prime Day decision you can make.    30% off AND skip the Sephora run for a cult-fave,Hateful,Targeted Individual
337,X348_422.jpg," 
","""He cheated on me land, four days later 1 brought Huplagain, and the sighed and said, Haven'tiwe already talked about this?""",,Targeted Individual
338,X348_551.jpg,,After,Hateful,Targeted Community
339,X348_315.jpg," 
","""this country pisses me off but my god when the USA women's
mnastics team is competing cow at my TV screen like a bald eagle""








",Not Hateful,Targeted Community
340,X348_213.jpg,,"""I was the last person to cross the bridge before It fell, When i looked in my rear view, there was no road. Just open air.""
""The metal frame of the passenger door caved in and missed my sister's head bby half an inch. If I'd been sitting there that day, It would've caved In on my skull.""",Hateful,Targeted Community
341,X348_461.jpg," 
","""That women can't get pregnant while they're on top.""
When I told him that's not how it works he suggested that I just pee afterward so don't get pregnant.""         
""My ex asked, ""Instead of plugging it with a tampon why don't you just push it all out at oncel",Not Hateful,Targeted Community
342,X348_136.jpg,"   
 

mosarae?

User SOc ia

ots
GMs
","What started the Cuban Missile Crisis?
The Statue of Liberty was a gift to the US from which country?",Hateful,Targeted Society
343,X348_454.jpg," 
",AUSTRALIAN WINTER CLOTHING,Hateful,Targeted Society
344,X348_605.jpg," 
","bruh whut?
Filipino math is knowing the party starts at 6 p.m.",Hateful,Targeted Society
345,X348_90.jpg," 
",Trait you love most and one you worry most about with your kids,Hateful,Targeted Society
346,X348_25.jpg," 
","Married for money
Married for love
""It's the mostimiserable coldest, and ionellest marriage I've ever seen
""My husband only makes $300 a year, and that's more than enough for us.""",Hateful,Targeted Society
347,X348_728.jpg," 
","My wife answered and heard breathing on the phone. A deep, creepy voice just sald, Are you alone? The room number was the same as the phone number.... So now this creep knew the room my wife was in",Hateful,Targeted Society
0,pinterest_623.jpg," 

UTR epi

Pee
ee
r

  
","Things you can
Only see in
Australia",Not Hateful,Targeted Society
1,pinterest_208.jpg," 

cue N/a eloa oe
yea Fel gkL

aaa popular tr
istancing to

Wirth toed contrac
please Pheu
manage roro)¥4/>

  
   
 
  

COM)

g

 
","KEEP YOUR DISTANCE
AT LEAST 1 ADULT KANGAROO APART
1.5 METRES",Hateful,Targeted Society
2,pinterest_333.jpg,"Netball
Shooting

1, Stand in a balanced position
facing the goal

2.Ball held high above head
(away from defenders arms)

3.Ball sits on one hand
(fingers) with other hand
supporting

4, Bend your knees and elbows
keeping your hands high and
focus on the goal. Keep your
shoulder still

5.Extend knees and elbows and
flick the ball of f your
fingers - push the ball high
to allow it to fall into the net

 

6.End the shot with arms high
‘and hands following the ball
",Netball Shotting,Hateful,Targeted Community
3,pinterest_89.jpg,"When you're cleaning your room and
you get distracted by stuff you found

 
",When you're cleaning your room and you get distracted by stuff you found,Not Hateful, Targeted Individual
4,pinterest_239.jpg," 

4GIFs
eas
",STOP,Hateful, Targeted Individual
5,pinterest_149.jpg,,DISAPPOINTMENT,Hateful,Targeted Community
6,pinterest_355.jpg,"aa oe
THINGS TODO IN
CAIRNS

 
","TOP 10
THINGS TO DO IN
CAIRNS
TRAVELSOFSOPHIE.COM",Not Hateful,Targeted Community
7,pinterest_708.jpg," 
",RIP,Hateful, Targeted Individual
8,pinterest_474.jpg,">

PAULINE HANSON’

NATION

 

“FUCK THE POOR!”

“FUCK THE RICH!”

“FUCK THE SYSTEM!”

“FUCK OFF WE'RE FULL”

“FUCK YOU ALL”
","Fuck the poor 
Fuck the rich 
Fuck the system 
Fuck you all ",Hateful,Targeted Society
9,pinterest_342.jpg," 
","Ocean Foam / Sydney, Australia
alright i dont know about you people but im like 98% sure that is mashed potatoes",Not Hateful,Targeted Community
10,pinterest_182.jpg,"scottish:

thewriters-blog:

If you ever feel like you've screwed up, just
remember that in 1348 the Scots thought it
would be a good idea to invade England
because the English were weakened by the
Plague. They subsequently caught the
plague themselves, went back to Scotland,
and killed half their own population.

 
","If you ever feel like you've screwed up, just remember that in 1348 the Scots thought it would be a good idea to invade England because the English were weakened by the Plague. They subsequently caught the plague themselves, went back to Scotland, and killed half their own population.

   ",Not Hateful,Targeted Society
11,pinterest_243.jpg,"Not sure if | took too much preworkout,
went too hard on chest day, or I'm finally
having that heart attack...

   

, @the.squaitzilla
","Not sure if I took too much preworkout,
went too hard on chest day, or I'm finally
having that heart attack...",Hateful,Targeted Individual
12,pinterest_703.jpg,"bailee (0
@bailee_xox

So my friend got her phone taken away
and her dad slid this under her door

Wi daughter. Vope Yau ane

behaving Yaurself. | love yo

eyeRA

 
",So my friend got her phone taken away and her dad slid this under her door,Not Hateful,Targeted Individul
13,pinterest_327.jpg," 
",The floor is lava,Hateful,Targeted Community
14,pinterest_446.jpg,"youphoric
theangelsfellfromtrenzalore:
snazziest:

Spoons are just little bowls on sticks

what have you done

 
",Spoons are just little bowls on sticks,Not Hateful,Targeted Society
15,pinterest_5.jpg,"Predictor 7

Awangerschopstest

      

wien You want to be See.
","Predictor
Zwangerschapstest",Not Hateful,Targeted Individual
16,pinterest_641.jpg,"7 hours of school, 2 hours of
practice, then homework but
your parents call you ""lazy""
#GrowingUpAnAthlete

  
","7 hours of school, 2 hours of practice, then homework but your parents call you ""lazy""",Not Hateful,Targeted Individual
17,pinterest_622.jpg,"@ punsworld

Dad: What is the opposite of ladyfingers?

The family: No idea

Dad: Mentos

   
","punsworld
Dad: What is the opposite of ladyfingers?
The family: No idea
Dad: Mentos",Hateful,Targeted Society
18,pinterest_440.jpg," 
","You hung up on the pizza place?
I don't hang up on your friends.",Hateful,Targeted Individual
19,pinterest_260.jpg,"Y MY DOCTOR TOLD METO EAT
aad ie

 

ND TY

  

SO CLC EN ae

ria laaiiiiccl*
","MY DOCTOR TOLD ME TO EAT MORE GREENS
SO I WENT ON A DYE-IT",Hateful,Targeted Individual
20,pinterest_202.jpg,"Leigh Moller » Woolworths

April 17 at 6:31pm: @
Hi Woolies, | just saw the article on 7 news and thought | should let you
know that | also found a redback in a head of broccoli | purchased today

from your Mount Ommaney store, no harm done and | don't require a cal
or anything but just thought you should know. Thank you

© Liz Shord 1. Comment
","Hi Woolies, I just saw the article on 7 news and thought I should let you know that I also found a redback in a head of broccoli I purchased today from your Mount Ommaney store, no harm done and I don't require a call or anything but just thought you should know. Thank you",Not Hateful,Targeted Organization
21,pinterest_84.jpg,"POPSUGAR

30-DAY

— CHALLENGE ——
","The Australian Mandela Effect:

Tim Tams being spelt without the 'S'",Hateful,Targeted Community
22,pinterest_577.jpg,"When the police start asking where the baby went

4.
,
a

m
o

 

4
&
",When the police start asking where the baby went,Hateful,Targeted Individual
23,pinterest_237.jpg,"There is a land called
Douche Bagastan,
and you are their king.

   

your@cards

someecards.com
","There is a land called Douche Bagastan, and you are their king.
",Hateful,Targeted Society
24,pinterest_273.jpg," 

prokopetz
This is the one time of year that | love wasps.

Not because the wasps themselves get any nicer: They're horrid ite
Creatures year round. No, i's because Ihave @ couple of big apple trees
out back, and late August, early September is when the apples start
ripening

Now; if you don't harvest your own fruit there are two things you need to
know about apples.

‘The first thing you need to knaw about apples is that, when appies get
nips, they tend to fall from the tree at the slightest breeze.

Foften work fate at the office; by the time | get home, there are piles of
apples scattered everywhere - and sure enough, the wasps are out in
force. gorging themselves on the frutt. When 1 go to clean up the winatalien
apples. the wasps naturally do the “raw, fma hick you up” routine for
which wasps are known.

‘The second thing you need to know about apples is that they ferment
Very rapidly in the late August heat

So’ the wasps try to come at me, but they're too drunk to fly. They get
about an inch off the ground, then facepiant directty into the turf, fip over
‘onto their backs, and lay there, legs twitching in the air as they try in vain
to find something to sting,

Perhaps (ma man of simple pleasures, but | bust up laughing every.
single. time:

Fucking wasps.

 

notes 2 ¢ Cc

 
",Fruits,Hateful,Targeted Community
25,pinterest_359.jpg,"——

a *

kirihina:

    
   
   
    
   
   
   

okay-ibelieveyou:

beeeds:

  

So my cousin actually baked
cookies in her car while at work
today in the 40° heat.

Bet her car smells delicious

For all my fellow american friends, 40
degrees Celsius is 104 degrees
Fahrenheit.

 
","So my cousin actually baked cookies in her car while at work today in the 40° heat.
Bet her car smells delicious",Not Hateful,Targeted Community
26,pinterest_67.jpg,"     
  
  
  
  
  
   
   
   
   
 
 

comic-chick:
wombattea:
sizvideos:
How to catch an emu - Video
LET ME TELL YOU A THING
THIS IS A LEGIT THING

THIS IS LITERALLY WHAT PEOPLE DO TO GET EMUS TO
COME CLOSE

Apparently you lie on the ground on your back and move
your arms and legs.

And the emus are very curious and come over like, “The
fuck is that.”

And that's literally what it is. They come over wondering
what the fuck you're doing

This might be my favorite piece of information | have ever
","Let me tell you a thing 
this is light thing ",Hateful,Targeted Community
27,pinterest_265.jpg," 

elphabaforpresidentofgallifrey:
pyrop:
tangletots:
askinnyblackman:

duck duck duck duck duck duck duck
duck duck duck duck duck duck duck
duck duck duck duck duck duck duck
duck

goose

 

#suddenly the game makes sense #if you bop
a duck on the head its like #why this hello #if
you bop a goose #it will CHASE YOU AND
DESTROY YOU #hence the running when
goose

| CAN SEE CLEARLY NOW THE RAIN IS GONE
","
elphabaforpresidentofgallifrey:
pyrop:
tangletots:
askskinnyblackman",Not Hateful,Targeted Individual
28,pinterest_289.jpg,"  

Australian culture doesn't exi-
",Australian culture doesn't exi-,Hateful,Targeted Society
29,pinterest_118.jpg,"Kangaroo

  
","Good afternoon
welcome to stary",Hateful,Targeted Organization
30,pinterest_591.jpg,"er eT)

weather upside-do

 

australansanta

Hove my country
","""I want to see if I could read the weather upside-down!!!!""",Not Hateful,Targeted Individual
31,pinterest_295.jpg," 

therainingkiwi:
10thcloctor:

you can’t even understand how
many years i have waited for a
picture like this you really can’t
fucking understand

kiwis are always relevant on my blog.
","you cant even understand how many years i have waited for a picture like 
this you really cant fucking understand.",Not Hateful,Targeted Individual
32,pinterest_163.jpg," 

n eee Keer THE PLuG IN THe JUG

om =i ; eh aE ae
per GS CT Uy ar ET

—S>

ene DOTS

 

  
  

     
",A geniune but an asshole nonethless,Hateful,Targeted Individual
33,pinterest_113.jpg," 
","Wait...

I have a tail?

WOAH!",Not Hateful,Targeted Individual
34,pinterest_328.jpg,"Me listening to music about selling drugs
and killing people while i’m folding laundry

  
","Me listening to music about selling the drugs and killing people while 
i'm folding laundry ",Not Hateful,Targeted Individual
35,pinterest_197.jpg,"    

 

A
om

  

x
-~ —

What my friend What | look like
looks like when my when my crush
crush walks by. walks by.
","There he is!!! I know. I know. I know. I know.""
What my friend looks like when my crush walks by.""
""What I look like when my crush walks by.""",Not Hateful,Targeted Individual
36,pinterest_33.jpg,"Therapist: Ok so what's your earliest
childhood memory?
Me:

 
","""Ok so what's your earliest childhood memory?""",Hateful,Targeted Individual
37,pinterest_10.jpg," 
","""FREE KICK HAWTHORN""",Not Hateful,Targeted Community
38,pinterest_178.jpg,"What exactly
are you treating
him for?

   

 

 
","""What exactly are you treating him for?""
""Can a single one of you tell what is wrong with my boy?""
""INHALE""
 ""WHAT IS WRONG WITH MY BOY?!!?""",Not Hateful,Targeted Individual
39,pinterest_54.jpg,"   

CanadianMemes'com
",FLAT TIRE IN CANADA,Not Hateful,Targeted Individual
40,pinterest_672.jpg,"You know the prickly feeling you've got on
i

 

Okeyness tempercture: cbsolute zero.

eee
Se ee]
ee Me ey
Le

Ue ee lel 2
ee Bt Mel ee
wailing sound here>.

Those fangs can CRACK A MOUSE'S SKULL OPEN. THEY CAN
alte Ss tMiel mil mt

Be a ee el
OKAY THING FOR VENOM TO ATTACK AND HERES FUCKING
Re eT
fucking nervous system.
Ce
Oh, tucking phew. | wos worried thet if wouldnt be.

bE
On ee Ree eRe
RR ee
SE eee

Ce
",,Not Hateful,Targeted Individual
41,pinterest_130.jpg,"Somedays,
T lock back on

Tim Extremely Impressed
Tm still ALIVE!

 
","Somedays,
I look back on
my Life
and

I'm Extremely Impressed
I'm still ALIVE!",Hateful,Targeted Individual
42,pinterest_62.jpg,"‘Someone bumped into my chair and | said sorry.

ivi

Someane bumped into my chair and | punched them in
the face

neal

someone bumped int

 

‘my chair ang) aid even give'a fuck

 

someone bumped into my chair and | stata revolution

someone bumped into my chair and i invaded their country

someone bumped into my chai

 

and i biushe

 

because

 
","Canada: Someone bumped into my chair and I said sorry.
USA: Someone bumped into my chair and I punched them in the didn't even give a fuck.
UK: Someone bumped invaded their country.
Germany: Someone bumped into bowed.",Hateful,Targeted Community
43,pinterest_589.jpg," 
","Me rolling into shit show like 

Beep Beep bitch",Not Hateful,Targeted Individual
44,pinterest_278.jpg," 

jackthevulture:

carolinayork:

please look at this picture of
markiplier

OH MY GOD
","0
2300
jackthevulture:
carolinayork:
please look at this picture of markiplier
OH MY GOD
Reinvented by The_Hikikomori_AO_LLG for iFunny :)",Not Hateful,Targeted Community
